IPT,Resource Name,Link,Logo,Organization,Type,Subtype,Events,Measurements,Occurrences,LastModified,LastPublication,NextPublication,Visibility,Author,Error
parceiros_jbrj,Herbário Ezechias Paulo Heringer - HEPH,https://ipt.sibbr.gov.br/parceiros_jbrj/resource?r=heph_11,,Not registered,Occurrence,--,0,0,20762,2017-09-28 00:00:00 +0000 UTC,2017-09-28 00:00:00 +0000 UTC,,Public,--,
parceiros_jbrj,HTO - Herbário do Tocantins; NEAMB - Núcleo de Estudos Ambientais; UFT - Universidade Federal do Tocantins,https://ipt.sibbr.gov.br/parceiros_jbrj/resource?r=hto_37,,Not registered,Occurrence,--,0,0,1802,2017-03-16 00:00:00 +0000 UTC,2017-03-16 00:00:00 +0000 UTC,,Public,--,
parceiros_jbrj,Herbário da Pontifícia Universidade Católica do Paraná - HUCP,https://ipt.sibbr.gov.br/parceiros_jbrj/resource?r=hucp_5,,Sistema de Informação sobre a Biodiversidade Brasileira - SiBBr,Occurrence,--,0,0,25351,2017-11-08 00:00:00 +0000 UTC,2017-11-08 00:00:00 +0000 UTC,,Public,--,
parceiros_jbrj,HUEFS - Herbário da Universidade Estadual de Feira de Santana,https://ipt.sibbr.gov.br/parceiros_jbrj/resource?r=huefs_6,,Not registered,Occurrence,--,0,0,211622,2017-09-13 00:00:00 +0000 UTC,2017-09-13 00:00:00 +0000 UTC,,Public,--,
parceiros_jbrj,BANCO DE DADOS DO HERBÁRIO DA UNIVERSIDADE DO ESTADO DE MINAS GERAIS,https://ipt.sibbr.gov.br/parceiros_jbrj/resource?r=huemg_34,,Not registered,Occurrence,--,0,0,2724,2017-09-27 00:00:00 +0000 UTC,2017-09-27 00:00:00 +0000 UTC,,Public,--,
parceiros_jbrj,Universidade Federal de Uberlândia (UFU) - Herbário Uberlandense (HUFU),https://ipt.sibbr.gov.br/parceiros_jbrj/resource?r=hufu_17,,Not registered,Occurrence,--,0,0,73649,2017-09-26 00:00:00 +0000 UTC,2017-09-26 00:00:00 +0000 UTC,,Public,--,
parceiros_jbrj,Embrapa Amazônia Oriental - Instituto Agronômico do Norte (Herbário IAN),https://ipt.sibbr.gov.br/parceiros_jbrj/resource?r=ian_13,,Not registered,Occurrence,--,0,0,182460,2017-09-27 00:00:00 +0000 UTC,2017-09-27 00:00:00 +0000 UTC,,Public,--,
parceiros_jbrj,UFRGS - Herbário do Instituto de Biociências da Universidade Federal do Rio Grande do Sul (ICN),https://ipt.sibbr.gov.br/parceiros_jbrj/resource?r=icn_15,,Not registered,Occurrence,--,0,0,129497,2017-09-28 00:00:00 +0000 UTC,2017-09-28 00:00:00 +0000 UTC,,Public,--,
parceiros_jbrj,Instituto do Meio Ambiente – Herbário MAC,https://ipt.sibbr.gov.br/parceiros_jbrj/resource?r=mac_23,,Not registered,Occurrence,--,0,0,49126,2017-10-20 00:00:00 +0000 UTC,2017-10-20 00:00:00 +0000 UTC,,Public,--,
parceiros_jbrj,Instituto Nacional da Mata Atlântica - INMA - Herbário Museu de Biologia Mello Leitão (MBML),https://ipt.sibbr.gov.br/parceiros_jbrj/resource?r=mbml_62,,Not registered,Occurrence,--,0,0,52004,2017-09-25 00:00:00 +0000 UTC,2017-09-25 00:00:00 +0000 UTC,,Public,--,
parceiros_jbrj,"Herbário PEL - Universidade Federal de Pelotas (UFPEL), Pelotas/RS",https://ipt.sibbr.gov.br/parceiros_jbrj/resource?r=pel_60,,Not registered,Occurrence,--,0,0,11995,2017-11-21 00:00:00 +0000 UTC,2017-11-21 00:00:00 +0000 UTC,,Public,--,
parceiros_jbrj,Herbário Municipal de São Paulo (PMSP),https://ipt.sibbr.gov.br/parceiros_jbrj/resource?r=pmsp_56,,Not registered,Occurrence,--,0,0,16921,2017-11-01 00:00:00 +0000 UTC,2017-11-01 00:00:00 +0000 UTC,,Public,--,
parceiros_jbrj,Fundação Universidade Federal de Rondônia (UNIR) - Herbário Rondoniense João Geraldo Kuhlmann,https://ipt.sibbr.gov.br/parceiros_jbrj/resource?r=ron_50,,Not registered,Occurrence,--,0,0,15415,2017-09-27 00:00:00 +0000 UTC,2017-09-27 00:00:00 +0000 UTC,,Public,--,
parceiros_jbrj,Universidade de São Paulo (USP) - Herbário da Universidade de São Paulo (SPF),https://ipt.sibbr.gov.br/parceiros_jbrj/resource?r=spf_16,,Not registered,Occurrence,--,0,0,91940,2017-10-17 00:00:00 +0000 UTC,2017-10-17 00:00:00 +0000 UTC,,Public,--,
parceiros_jbrj,Herbário da Universidade de Brasília (UB),https://ipt.sibbr.gov.br/parceiros_jbrj/resource?r=ub_42,,Not registered,Occurrence,--,0,0,205361,2017-09-28 00:00:00 +0000 UTC,2017-09-28 00:00:00 +0000 UTC,,Public,--,
parceiros_jbrj,Base de informatização do Herbário da Universidade Estadual de Campinas (UEC),https://ipt.sibbr.gov.br/parceiros_jbrj/resource?r=uec_26,,Not registered,Occurrence,--,0,0,177769,2017-09-28 00:00:00 +0000 UTC,2017-09-28 00:00:00 +0000 UTC,,Public,--,
parceiros_jbrj,Universidade Federal do Rio Grande do Norte - Herbário UFRN,https://ipt.sibbr.gov.br/parceiros_jbrj/resource?r=ufrn_41,,Not registered,Occurrence,--,0,0,21529,2017-09-26 00:00:00 +0000 UTC,2017-09-26 00:00:00 +0000 UTC,,Public,--,
parceiros_jbrj,Herbário da Universidade Paulista (UNIP),https://ipt.sibbr.gov.br/parceiros_jbrj/resource?r=unir_53,,Not registered,Occurrence,--,0,0,7005,2017-11-10 00:00:00 +0000 UTC,2017-11-10 00:00:00 +0000 UTC,,Public,--,
parceiros_jbrj,Herbário da Universidade Estadual do Oeste do Paraná - UNOP,https://ipt.sibbr.gov.br/parceiros_jbrj/resource?r=unop_14,,Not registered,Occurrence,--,0,0,8828,2017-09-26 00:00:00 +0000 UTC,2017-09-26 00:00:00 +0000 UTC,,Public,--,
parceiros_jbrj,UPCB - Herbário do Departamento de Botânica da UFPR,https://ipt.sibbr.gov.br/parceiros_jbrj/resource?r=upcb_49,,Not registered,Occurrence,--,0,0,93569,2017-11-13 00:00:00 +0000 UTC,2017-11-13 00:00:00 +0000 UTC,,Public,--,
viçosa,,,,,,,,,,,,,,,Get http://187.32.44.123/ipt/: dial tcp 187.32.44.123:80: i/o timeout
